service,method,path,effective_path,handler,source_file,line
office-console,GET,/office/messages,/office/messages,messages_page,server/office-console/app/main.py,7044
office-console,POST,/office/messages/send,/office/messages/send,send_message,server/office-console/app/main.py,7165
office-console,POST,/office/messages/{thread_id}/reply,/office/messages/{thread_id}/reply,reply_to_customer,server/office-console/app/main.py,7094
office-console,GET,/office/mobile,/office/mobile,mobile_operations,server/office-console/app/main.py,1228
office-console,GET,/office/notes,/office/notes,notes_page,server/office-console/app/main.py,6791
office-console,POST,/office/notes/add,/office/notes/add,add_note,server/office-console/app/main.py,6806
office-console,POST,/office/notes/{note_id}/delete,/office/notes/{note_id}/delete,delete_note,server/office-console/app/main.py,7994
office-console,GET,/office/payment-settings,/office/payment-settings,payment_settings_page,server/office-console/app/main.py,4319
office-console,GET,/office/payments,/office/payments,payments_page,server/office-console/app/main.py,5303
office-console,GET,/office/photo-portal,/office/photo-portal,photo_portal_page,server/office-console/app/main.py,5665
office-console,GET,/office/photo-portal/tools.js,/office/photo-portal/tools.js,photo_portal_script,server/office-console/app/main.py,5673
office-console,POST,/office/photo-portal/{job_id}/actions,/office/photo-portal/{job_id}/actions,photo_portal_action,server/office-console/app/main.py,5708
office-console,GET,/office/photo-portal/{job_id}/actions/{operation_id},/office/photo-portal/{job_id}/actions/{operation_id},photo_portal_action_status,server/office-console/app/main.py,5741
office-console,POST,/office/photo-portal/{job_id}/photos,/office/photo-portal/{job_id}/photos,photo_portal_upload,server/office-console/app/main.py,5750
office-console,POST,/office/photo-portal/{job_id}/uploads/{operation_id}/{index},/office/photo-portal/{job_id}/uploads/{operation_id}/{index},photo_portal_chunk,server/office-console/app/main.py,5727
office-console,GET,/office/platform,/office/platform,gauzy_suite_page,server/office-console/app/main.py,7429
office-console,POST,/office/platform/sync,/office/platform/sync,sync_full_gauzy,server/office-console/app/main.py,7474
office-console,GET,/office/properties,/office/properties,properties_page,server/office-console/app/main.py,3465
office-console,POST,/office/properties/add,/office/properties/add,add_property,server/office-console/app/main.py,3522
office-console,GET,/office/properties/{property_id},/office/properties/{property_id},property_detail,server/office-console/app/main.py,3562
office-console,POST,/office/properties/{property_id}/delete,/office/properties/{property_id}/delete,delete_property,server/office-console/app/main.py,7791
office-console,GET,/office/properties/{property_id}/edit,/office/properties/{property_id}/edit,edit_property_page,server/office-console/app/main.py,7772
office-console,POST,/office/properties/{property_id}/edit,/office/properties/{property_id}/edit,update_property,server/office-console/app/main.py,7781
office-console,GET,/office/receivables,/office/receivables,receivables_page,server/office-console/app/main.py,7176
office-console,GET,/office/roomflow,/office/roomflow,roomflow_workspace,server/office-console/app/main.py,5413
office-console,GET,/office/roomflow/import,/office/roomflow/import,roomflow_supabase_import_page,server/office-console/app/main.py,5465
office-console,POST,/office/roomflow/import,/office/roomflow/import,run_roomflow_supabase_import,server/office-console/app/main.py,5489
office-console,GET,/office/settings,/office/settings,settings_workspace,server/office-console/app/main.py,938
office-console,GET,/office/signing,/office/signing,signing_suite_page,server/office-console/app/main.py,7734
office-console,POST,/office/square/reconcile,/office/square/reconcile,reconcile_square_now,server/office-console/app/main.py,7937
office-console,GET,/office/tasks,/office/tasks,tasks_page,server/office-console/app/main.py,6814
office-console,POST,/office/tasks/add,/office/tasks/add,add_task,server/office-console/app/main.py,6829
office-console,POST,/office/tasks/{task_id}/toggle,/office/tasks/{task_id}/toggle,toggle_task,server/office-console/app/main.py,6838
office-console,GET,/office/time,/office/time,time_page,server/office-console/app/main.py,6849
office-console,POST,/office/time/in,/office/time/in,clock_in,server/office-console/app/main.py,6875
office-console,POST,/office/time/manual,/office/time/manual,manual_time_entry,server/office-console/app/main.py,8003
office-console,POST,/office/time/out,/office/time/out,clock_out,server/office-console/app/main.py,6883
office-console,POST,/office/time/{entry_id}/approve,/office/time/{entry_id}/approve,approve_time_entry,server/office-console/app/main.py,8019
office-console,GET,/office/uploads/{file_id}/{filename},/office/uploads/{file_id}/{filename},uploaded_file,server/office-console/app/main.py,6779
office-console,GET,/project-plans,/project-plans,plans,server/office-console/app/mobile_operations.py,393
office-console,GET,/project-plans/{category},/project-plans/{category},plan,server/office-console/app/mobile_operations.py,397
office-console,POST,/push-tokens,/push-tokens,register_push_token,server/office-console/app/mobile_operations.py,724
office-console,GET,/setup,/setup,setup_page,server/office-console/app/main.py,1024
office-console,POST,/setup/checklist,/setup/checklist,save_checklist,server/office-console/app/main.py,1160
office-console,POST,/setup/finish,/setup/finish,finish_setup,server/office-console/app/main.py,1178
office-console,POST,/setup/owner,/setup/owner,create_owner,server/office-console/app/main.py,637
office-console,POST,/setup/profile,/setup/profile,save_profile,server/office-console/app/main.py,1092
office-console,POST,/setup/test-connections,/setup/test-connections,test_connections,server/office-console/app/main.py,1147
office-console,POST,/tasks,/tasks,create_task,server/office-console/app/mobile_operations.py,678
office-console,PATCH,/tasks/{task_id},/tasks/{task_id},update_task,server/office-console/app/mobile_operations.py,685
orchestrator,GET,/health/live,/health/live,health_live,server/orchestrator/app/main.py,192
orchestrator,GET,/health/ready,/health/ready,health_ready,server/orchestrator/app/main.py,197
orchestrator,POST,/internal/v1/ai/reports,/internal/v1/ai/reports,ai_report,server/orchestrator/app/main.py,435
orchestrator,GET,/internal/v1/ar/aging,/internal/v1/ar/aging,read_ar_aging,server/orchestrator/app/main.py,755
orchestrator,GET,/internal/v1/ar/cases,/internal/v1/ar/cases,read_ar_cases,server/orchestrator/app/main.py,745
orchestrator,POST,/internal/v1/ar/{case_id}/pause,/internal/v1/ar/{case_id}/pause,pause_ar_case,server/orchestrator/app/main.py,761
orchestrator,POST,/internal/v1/ar/{case_id}/resume,/internal/v1/ar/{case_id}/resume,resume_ar_case,server/orchestrator/app/main.py,776
orchestrator,POST,/internal/v1/ar/{case_id}/sms-consent,/internal/v1/ar/{case_id}/sms-consent,set_sms_consent,server/orchestrator/app/main.py,797
orchestrator,POST,/internal/v1/documents/{document_id}/retry,/internal/v1/documents/{document_id}/retry,retry_document,server/orchestrator/app/main.py,413
orchestrator,POST,/internal/v1/jobs/sync-estimate,/internal/v1/jobs/sync-estimate,sync_estimate,server/orchestrator/app/main.py,252
orchestrator,GET,/internal/v1/jobs/{job_id},/internal/v1/jobs/{job_id},read_job,server/orchestrator/app/main.py,269
orchestrator,POST,/internal/v1/jobs/{job_id}/change-orders,/internal/v1/jobs/{job_id}/change-orders,create_change_order,server/orchestrator/app/main.py,391
orchestrator,POST,/internal/v1/jobs/{job_id}/completion,/internal/v1/jobs/{job_id}/completion,create_completion,server/orchestrator/app/main.py,402
orchestrator,POST,/internal/v1/jobs/{job_id}/portal-link,/internal/v1/jobs/{job_id}/portal-link,rotate_portal_link,server/orchestrator/app/main.py,286
orchestrator,POST,/internal/v1/jobs/{job_id}/start,/internal/v1/jobs/{job_id}/start,start_work,server/orchestrator/app/main.py,328
orchestrator,POST,/internal/v1/lab/force-reminders,/internal/v1/lab/force-reminders,force_lab_reminders,server/orchestrator/app/main.py,701
orchestrator,GET,/internal/v1/messages/{thread_id},/internal/v1/messages/{thread_id},read_message_thread,server/orchestrator/app/main.py,819
orchestrator,POST,/internal/v1/messages/{thread_id}/reply,/internal/v1/messages/{thread_id}/reply,reply_to_message_thread,server/orchestrator/app/main.py,825
orchestrator,POST,/internal/v1/outbox/{event_id}/retry,/internal/v1/outbox/{event_id}/retry,retry_dead_event,server/orchestrator/app/main.py,424
orchestrator,GET,/internal/v1/staff-alerts,/internal/v1/staff-alerts,read_staff_alerts,server/orchestrator/app/main.py,845
orchestrator,POST,/internal/v1/staff-alerts/{alert_id},/internal/v1/staff-alerts/{alert_id},change_staff_alert,server/orchestrator/app/main.py,855
orchestrator,GET,/p/complete,/p/complete,portal_complete,server/orchestrator/app/main.py,948
orchestrator,GET,/p/{token},/p/{token},customer_portal,server/orchestrator/app/main.py,956
orchestrator,POST,/webhooks/ai-calling/{provider_name},/webhooks/ai-calling/{provider_name},ai_calling_webhook,server/orchestrator/app/main.py,232
orchestrator,POST,/webhooks/documenso,/webhooks/documenso,documenso_webhook,server/orchestrator/app/main.py,882
orchestrator,POST,/webhooks/square,/webhooks/square,square_webhook,server/orchestrator/app/main.py,455
orchestrator,POST,/webhooks/twilio/inbound,/webhooks/twilio/inbound,twilio_inbound,server/orchestrator/app/main.py,514
orchestrator,POST,/webhooks/twilio/status,/webhooks/twilio/status,twilio_status,server/orchestrator/app/main.py,649
tests,GET,/floodman-brand/{name},/floodman-brand/{name},brand,server/tests/web_ui_smoke.py,680
tests,GET,/floodman-pwa-icons/{name},/floodman-pwa-icons/{name},pwa_icon,server/tests/web_ui_smoke.py,685
tests,GET,/hub-fixture,/hub-fixture,hub_fixture,server/tests/web_ui_smoke.py,694
tests,GET,/legacy-roomflow,/legacy-roomflow,legacy_roomflow_fixture,server/tests/web_ui_smoke.py,704
tests,GET,/office-health/live,/office-health/live,office_health,server/tests/web_ui_smoke.py,690
tests,GET,/roomflow/,/roomflow/,roomflow_fixture,server/tests/web_ui_smoke.py,698
